시트,분류1,분류2,한글명,태그,NSFW,비고
태그기본,테마,포르노,리벤지 포르노,Revenge_Porn,TRUE,
태그기본,테마,포르노,섹스 비디오,Sex_Video,TRUE,
태그기본,테마,포르노,포르노,porn,TRUE,
태그기본,테마,표지,앨범 표지,album_cover,FALSE,
태그기본,테마,표지,싱글 캐릭터 표지,character_single,FALSE,
태그기본,테마,표지,작품 표지,cover_page,FALSE,
태그기본,테마,표지,동인지 표지,doujin_cover,FALSE,
태그기본,테마,표지,가짜 표지,fake_cover,FALSE,
태그기본,테마,표지,잡지 표지,magazine_cover,FALSE,
태그기본,테마,표지,만화 표지,manga_cover,FALSE,
태그기본,테마,표지,비디오 게임 표지,video_game_cover,FALSE,
태그기본,품질,디테일,특정한 디테일,detailed_*,FALSE,
태그기본,품질,디테일,원하는 디테일,drooling from_*,FALSE,
태그기본,품질,디테일,세세한 디테일,finely_detailed,FALSE,
태그기본,품질,디테일,복잡한 디테일,intricate_details,FALSE,
태그기본,품질,디테일,높은 디테일,"super_detail, hyper_detail",FALSE,
태그기본,품질,완성도,흐릿한 이미지,"blurry, blurry_image",FALSE,
태그기본,품질,완성도,뚜렷한 이미지,"distinct, distinct_image",FALSE,
태그기본,품질,완성도,복수의 신체,"extra_anatomy, extra_body, extra_navel, extra_face, extra_eyes, extra_chest, extra_nipples, extra_hips, extra_arms, extra_hands, extra_fingers, extra_legs, extra_feet, extra_toe",FALSE,
태그기본,품질,완성도,명작,"masterpiece, masterpiece_portrait",FALSE,
태그기본,품질,완성도,잘못된 신체,"missing_anatomy, missing_body, missing_navel, missing_face, missing_eyes, missing_chest, missing_nipples, missing_hips, missing_arms, missing_hands, missing_fingers, missing_legs, missing_feet, missing_toe",FALSE,
태그기본,품질,완성도,완벽한 신체,"perfect_anatomy, perfect_body, perfect_navel, perfect_face, perfect_eyes, perfect_chest, perfect_nipples, perfect_hips, perfect_arms, perfect_hands, perfect_fingers, perfect_legs, perfect_feet, perfect_toe",FALSE,
태그기본,품질,해상도,저화질,"Low_picture_quality, Low_picture_anime",FALSE,
태그기본,품질,해상도,낮은 해상도,"Lowres, Low_resolution",FALSE,
태그기본,품질,해상도,고화질,"high_quality, high_quality_anime",FALSE,
태그기본,품질,해상도,높은 해상도,"highres, high_resolution",FALSE,
태그인물,인물,관계,이모와 남자 조카,aunt_and_nephew,FALSE,
태그인물,인물,관계,이모와 여자 조카,aunt_and_niece,FALSE,
태그인물,인물,관계,아버지와 딸,father_and_daughter,FALSE,
태그인물,인물,관계,아버지와 아들,father_and_son,FALSE,
태그인물,인물,관계,할아버지와 손녀,grandfather_and_granddaughter,FALSE,
태그인물,인물,관계,할아버지와 손자,grandfather_and_grandson,FALSE,
태그인물,인물,관계,할머니와 손녀,grandmother_and_granddaughter,FALSE,
태그인물,인물,관계,할머니와 손자,grandmother_and_grandson,FALSE,
태그인물,인물,관계,어머니와 딸,mother_and_daughter,FALSE,
태그인물,인물,관계,어머니와 아들,mother_and_son,FALSE,
태그인물,인물,관계,삼촌과 남자 조카,uncle_and_nephew,FALSE,
태그인물,인물,관계,삼촌과 여자 조카,uncle_and_niece,FALSE,
태그인물,인물,위치,여동생,Younger_Sister,FALSE,
태그인물,인물,위치,남동생,Younger_brother,FALSE,
태그인물,인물,위치,이모,aunt,FALSE,
태그인물,인물,위치,형,brother,FALSE,
태그인물,인물,위치,형제와 자매,brother_and_sister,FALSE,
태그인물,인물,위치,형제,brothers,FALSE,
태그인물,인물,위치,사촌,cousins,FALSE,
태그인물,인물,위치,딸,daughter,FALSE,
태그인물,인물,위치,아버지,father,FALSE,
태그인물,인물,위치,할아버지,granddaughter,FALSE,
태그인물,인물,위치,할머니,grandmother,FALSE,
태그인물,인물,위치,이복 형제자매,half-siblings,FALSE,
태그인물,인물,위치,어머니,mother,FALSE,
태그인물,인물,위치,다태아,multiple_births,FALSE,
태그인물,인물,위치,누나,older_sister,FALSE,
태그인물,인물,위치,네 쌍둥이,quadruplets,FALSE,
태그인물,인물,위치,일곱 쌍둥이,septuplets,FALSE,
태그인물,인물,위치,다섯 쌍둥이,sextuplets,FALSE,
태그인물,인물,위치,형제,siblings,FALSE,
태그인물,인물,위치,자매,sisters,FALSE,
태그인물,인물,위치,아들,son,FALSE,
태그인물,인물,위치,의붓 형제,step-siblings,FALSE,
태그인물,인물,위치,세 쌍둥이,triplets,FALSE,
태그인물,인물,위치,쌍둥이,twins,FALSE,
태그인물,인물,위치,삼촌,uncle,FALSE,
태그인물,인원,남성,남성 1명,1boy,FALSE,
태그인물,인원,남성,남성 2명,2boys,FALSE,
태그인물,인원,남성,남성 3명,3boys,FALSE,
태그인물,인원,남성,남성 4명,4boys,FALSE,
태그인물,인원,남성,남성 5명,5boys,FALSE,
태그인물,인원,남성,남성 6명,6+boys,FALSE,
태그인물,인원,숫자,1명,1other,FALSE,
태그인물,인원,숫자,2명,2others,FALSE,
태그인물,인원,숫자,3명,3others,FALSE,
태그인물,인원,숫자,4명,4others,FALSE,
태그인물,인원,숫자,5명,5others,FALSE,
태그인물,인원,숫자,6명,6others,FALSE,
태그인물,인원,숫자,혼자,solo,FALSE,캐릭터 외형 고정용 · 원본 시트에 없어 추가
태그인물,인원,여성,여성 1명,1girl,FALSE,
태그인물,인원,여성,여성 2명,2girls,FALSE,
태그인물,인원,여성,여성 3명,3girls,FALSE,
태그인물,인원,여성,여성 4명,4girls,FALSE,
태그인물,인원,여성,여성 5명,5girls,FALSE,
태그인물,인원,여성,여성 6명,6+girls,FALSE,
태그인물,인종,국가,미국인,American,FALSE,
태그인물,인종,국가,아르헨티나인,Argentines,FALSE,
태그인물,인종,국가,벨라루스인,Belarusian_people,FALSE,
태그인물,인종,국가,벨기에인,Belgians,FALSE,
태그인물,인종,국가,브라질인,Brazilians,FALSE,
태그인물,인종,국가,영국인,British,FALSE,
태그인물,인종,국가,불가리아인,Bulgarian,FALSE,
태그인물,인종,국가,캐나다인,Canadian,FALSE,
태그인물,인종,국가,칠레인,Chilean_people,FALSE,
태그인물,인종,국가,중국인,Chinese,FALSE,
태그인물,인종,국가,콜롬비아인,Colombian_people,FALSE,
태그인물,인종,국가,덴마크인,Danish_people,FALSE,
태그인물,인종,국가,네덜란드인,Dutch,FALSE,
태그인물,인종,국가,핀란드인,Finns,FALSE,
태그인물,인종,국가,프랑스인,French,FALSE,
태그인물,인종,국가,그리스인,Greeks,FALSE,
태그인물,인종,국가,홍콩인,Hong_Kong_people,FALSE,
태그인물,인종,국가,아이슬란드인,Icelanders,FALSE,
태그인물,인종,국가,아일랜드인,Irishman,FALSE,
태그인물,인종,국가,이탈리아인,Italians,FALSE,
태그인물,인종,국가,일본인,Japanese,FALSE,
태그인물,인종,국가,한국인,Korean,FALSE,
태그인물,인종,국가,멕시코인,Mexicans,FALSE,
태그인물,인종,국가,몽골인,Mongolians,FALSE,
태그인물,인종,국가,북한인,North_Korean,FALSE,
태그인물,인종,국가,노르웨이인,Norwegian_people,FALSE,
태그인물,인종,국가,파라과이인,Paraguayan_people,FALSE,
태그인물,인종,국가,모나코인,People_of_Monaco,FALSE,
태그인물,인종,국가,포르투갈인,Portuguese_people,FALSE,
태그인물,인종,국가,루마니아인,Romanian_people,FALSE,
태그인물,인종,국가,러시아인,Russian_people_of_Russia,FALSE,
태그인물,인종,국가,스페인인,Spanish,FALSE,
태그인물,인종,국가,스웨덴인,Swedes,FALSE,
태그인물,인종,국가,대만인,Taiwanese,FALSE,
태그인물,인종,국가,태국인,Thai,FALSE,
태그인물,인종,국가,터키인,Turkish_people,FALSE,
태그인물,인종,국가,우크라이나인,Ukrainians,FALSE,
태그인물,인종,국가,우루과이인,Uruguayan_people,FALSE,
태그인물,인종,국가,바티칸인,Vatican_people,FALSE,
태그인물,인종,국가,베트남인,Vietnamese_people,FALSE,
태그인물,인종,피부색,동양계 쿼터,Eastern_Quota,FALSE,
태그인물,인종,피부색,백인,White_man,FALSE,
태그인물,인종,피부색,동앙계 혼혈,a_mixed_Eastern_blood,FALSE,
태그인물,인종,피부색,흑인계 혼혈,a_mixed_race_of_black_people,FALSE,
태그인물,인종,피부색,백인계 혼혈,a_mixed_race_of_white_blood,FALSE,
태그인물,인종,피부색,흑인,black_man,FALSE,
태그인물,인종,피부색,흑인계 쿼터,black_quarter,FALSE,
태그인물,인종,피부색,백인계 쿼터,white_quarter,FALSE,
태그인물,인종,피부색,황인,yellow_man,FALSE,
태그인물,종족,동물,고릴라,Gorilla,FALSE,
태그인물,종족,동물,박쥐,bat,FALSE,
태그인물,종족,동물,곰,bear,FALSE,
태그인물,종족,동물,고양이,cat,FALSE,
태그인물,종족,동물,소,cow,FALSE,
태그인물,종족,동물,사슴,deer,FALSE,
태그인물,종족,동물,강아지,dog,FALSE,
태그인물,종족,동물,족제비,ferret,FALSE,
태그인물,종족,동물,여우,fox,FALSE,
태그인물,종족,동물,염소,goat,FALSE,
태그인물,종족,동물,말,horse,FALSE,
태그인물,종족,동물,사자,lion,FALSE,
태그인물,종족,동물,쥐,mouse,FALSE,
태그인물,종족,동물,팬더,panda,FALSE,
태그인물,종족,동물,돼지,pig,FALSE,
태그인물,종족,동물,토끼,rabbit,FALSE,
태그인물,종족,동물,너구리,raccoon,FALSE,
태그인물,종족,동물,양,sheep,FALSE,
태그인물,종족,동물,다람쥐,squirrel,FALSE,
태그인물,종족,동물,호랑이,tiger,FALSE,
태그인물,종족,동물,늑대,wolf,FALSE,
태그인물,종족,수인,고릴라 인간,Gorilla_human,FALSE,
태그인물,종족,수인,돼지 인간,Pig_human,FALSE,
태그인물,종족,수인,늑대 인간,Werewolf,FALSE,
태그인물,종족,수인,박쥐 인간,bat_human,FALSE,
태그인물,종족,수인,곰 인간,bear_human,FALSE,
태그인물,종족,수인,고양이 인간,cat_human,FALSE,
태그인물,종족,수인,소 인간,cow_human,FALSE,
태그인물,종족,수인,사슴 인간,deer_human,FALSE,
태그인물,종족,수인,강아지 인간,dog_human,FALSE,
태그인물,종족,수인,족제비 인간,ferret_human,FALSE,
태그인물,종족,수인,여우 인간,fox_human,FALSE,
태그인물,종족,수인,염소 인간,goat_human,FALSE,
태그인물,종족,수인,말 인간,horse_human,FALSE,
태그인물,종족,수인,사자 인간,lion_human,FALSE,
태그인물,종족,수인,원숭이 인간,monkey_human,FALSE,
태그인물,종족,수인,쥐 인간,mouse_human,FALSE,
태그인물,종족,수인,팬더 인간,panda_human,FALSE,
태그인물,종족,수인,토끼 인간,rabbit_human,FALSE,
태그인물,종족,수인,너구리 인간,raccoon_human,FALSE,
태그인물,종족,수인,양 인간,sheep_human,FALSE,
태그인물,종족,수인,다람쥐 인간,squirrel_human,FALSE,
태그인물,종족,수인,호랑이 인간,tiger_human,FALSE,
태그인물,종족,판타지,천사,Angel,FALSE,
태그인물,종족,판타지,다크 엘프,Dark_Elf,FALSE,
태그인물,종족,판타지,용,Dragon,FALSE,
태그인물,종족,판타지,엘프,Elf,FALSE,
태그인물,종족,판타지,요정,Fairy,FALSE,
태그인물,종족,판타지,유령,Ghost,FALSE,
태그인물,종족,판타지,고블린,Goblin,FALSE,
태그인물,종족,판타지,하이 엘프,High_Elf,FALSE,
태그인물,종족,판타지,요괴,Monster,FALSE,
태그인물,종족,판타지,오크,Orc,FALSE,
태그인물,종족,판타지,슬라임,Slime,FALSE,
태그인물,종족,판타지,정령,Spirit,FALSE,
태그인물,종족,판타지,흡혈귀,Vampire,FALSE,
태그인물,종족,판타지,악마,devil,FALSE,
태그인물,종족,퍼리,고릴라 수인,Gorilla_furry,FALSE,
태그인물,종족,퍼리,족제비 수인,_ferret_furry,FALSE,
태그인물,종족,퍼리,박쥐 수인,bat_furry,FALSE,
태그인물,종족,퍼리,곰 수인,bear_furry,FALSE,
태그인물,종족,퍼리,고양이 수인,cat_furry,FALSE,
태그인물,종족,퍼리,소 수인,cow_furry,FALSE,
태그인물,종족,퍼리,사슴 수인,deer_furry,FALSE,
태그인물,종족,퍼리,강아지 수인,dog_furry,FALSE,
태그인물,종족,퍼리,여우 수인,fox_furry,FALSE,
태그인물,종족,퍼리,염소 수인,goat_furry,FALSE,
태그인물,종족,퍼리,말 수인,horse_furry,FALSE,
태그인물,종족,퍼리,사자 수인,lion_furry,FALSE,
태그인물,종족,퍼리,원숭이 순인,monkey_furry,FALSE,
태그인물,종족,퍼리,쥐 수인,mouse_furry,FALSE,
태그인물,종족,퍼리,팬더 수인,panda_furry,FALSE,
태그인물,종족,퍼리,돼지 수인,pig_furry,FALSE,
태그인물,종족,퍼리,토끼 수인,rabbit_furry,FALSE,
태그인물,종족,퍼리,너구리 수인,raccoon_furry,FALSE,
태그인물,종족,퍼리,양 수인,sheep_furry,FALSE,
태그인물,종족,퍼리,다람쥐 수인,squirrel_furry,FALSE,
태그인물,종족,퍼리,호랑이 수인,tiger_furry,FALSE,
태그인물,종족,퍼리,늑대 수인,wolf_furry,FALSE,
태그인물,직업,과학,화학자,chemist,FALSE,
태그인물,직업,과학,엔지니어,engineer,FALSE,
태그인물,직업,과학,과학자,scientist,FALSE,
태그인물,직업,교육,영어 교사,English_teacher,FALSE,
태그인물,직업,교육,보건 교사,health_teacher,FALSE,
태그인물,직업,교육,수학 교사,math_teacher,FALSE,
태그인물,직업,교육,보건 교사,school_nurse,FALSE,
태그인물,직업,교육,과학 교사,science_teacher,FALSE,
태그인물,직업,교육,교사,teacher,FALSE,
태그인물,직업,메이드,차이나 메이드,China-style_Maid,FALSE,
태그인물,직업,메이드,클래식 메이드,Classic_maid,FALSE,
태그인물,직업,메이드,사이버 메이드,CyberMaid,FALSE,
태그인물,직업,메이드,팔러 메이드,Faller_Maid,FALSE,
태그인물,직업,메이드,프렌치 메이드,French_Maid,FALSE,
태그인물,직업,메이드,하우스 메이드,House_Maid,FALSE,
태그인물,직업,메이드,하우스키퍼,Housekeeper,FALSE,
태그인물,직업,메이드,일본풍 메이드,Japanese-style_Maid,FALSE,
태그인물,직업,메이드,키친 메이드,Kitchen_Maid,FALSE,
태그인물,직업,메이드,레이디스 메이드,Ladies_Maid,FALSE,
태그인물,직업,메이드,밀리터리 메이드,Military_Maid,FALSE,
태그인물,직업,메이드,너스 메이드,Nurse_Maid,FALSE,
태그인물,직업,메이드,스팀펑크 메이드,Steampunk_Maid,FALSE,
태그인물,직업,메이드,빅토리아 메이드,Victoria_Maid,FALSE,
태그인물,직업,메이드,메이드,maid,FALSE,
태그인물,직업,서비스,바텐더,bartender,FALSE,
태그인물,직업,서비스,집사,butler,FALSE,
태그인물,직업,서비스,카운터 직원,cashier,FALSE,
태그인물,직업,서비스,웨이터,waiter,FALSE,
태그인물,직업,서비스,웨이트리스,waitress,FALSE,
태그인물,직업,성인,포르노 배우,Porno_Actor,FALSE,
태그인물,직업,성인,걸레,Skank,FALSE,
태그인물,직업,성인,암캐,Slut,FALSE,
태그인물,직업,성인,창녀,bitch,FALSE,
태그인물,직업,성인,콜걸,call_girl,FALSE,
태그인물,직업,성인,매춘부,prostitution,FALSE,
태그인물,직업,성인,스트립퍼,stripper,FALSE,
태그인물,직업,성인,빗치,whore,FALSE,
태그인물,직업,신분,지배자,dominatrix,FALSE,
태그인물,직업,신분,농장주,farmer,FALSE,
태그인물,직업,신분,왕,king,FALSE,
태그인물,직업,신분,죄인,prisoner,FALSE,
태그인물,직업,신분,여왕,queen,FALSE,
태그인물,직업,신분,노예,slave,FALSE,
태그인물,직업,예술,남성 배우,actor,FALSE,
태그인물,직업,예술,여성 배우,actress,FALSE,
태그인물,직업,예술,예술가,artist,FALSE,
태그인물,직업,예술,게이샤,geisha,FALSE,
태그인물,직업,예술,아이돌,idol,FALSE,
태그인물,직업,예술,음악가,musician,FALSE,
태그인물,직업,예술,화가,painter,FALSE,
태그인물,직업,운동,야구선수,Baseball_player,FALSE,
태그인물,직업,운동,축구선수,Footballer,FALSE,
